users,quantity,price,income,region,year,illegal,logusers,logquantity,logprice,logincome,logillegal
223,154.70001,10.714286,112,20,1938,1,5.4071717,5.0414877,2.371578,4.7184987,0
852,265.29999,4.9189873,80,21,1923,1,6.7475867,5.5808611,1.5931027,4.3820267,0
804,240.5,4.6819277,85,21,1924,1,6.689599,5.4827199,1.5437099,4.4426513,0
797,249.39999,4.7103033,97,21,1925,1.1,6.6808548,5.5190582,1.5497524,4.5747108,.095310204
763,238.39999,4.4666667,94,21,1926,1.5,6.6372581,5.4739499,1.4966425,4.5432949,.4054651
771,255.2,4.9189873,99,21,1927,1,6.6476884,5.5420475,1.5931027,4.59512,0
761,267.70001,5.252027,101,21,1928,1,6.6346335,5.5898671,1.6586142,4.6151204,0
755,263.20001,4.9503183,100,21,1929,1.1,6.6267176,5.5729141,1.5994519,4.6051702,.095310204
684,215.70001,5.1124997,94,21,1930,1,6.5279579,5.3738885,1.6316885,4.5432949,0
539,146.7,7.6196079,92,21,1931,1,6.2897158,4.9883895,2.030725,4.5217886,0
374,98.600006,10.227632,94,21,1932,1,5.9242558,4.5910711,2.325093,4.5432949,0
336,94.800003,12.533871,95,21,1933,1,5.817111,4.5517693,2.5284348,4.5538769,0
317,83.699997,12.742622,97,21,1934,1,5.7589016,4.4272389,2.5449524,4.5747108,0
279,79.300003,12.145312,98,21,1935,1,5.6312118,4.3732381,2.4969432,4.5849676,0
247,69,12.955,100,21,1936,1,5.5093884,4.2341065,2.5614817,4.6051702,0
228,74.199997,11.432353,121,21,1937,7.3000002,5.4293456,4.3067641,2.4364474,4.7957907,1.9878744
219,80.300003,10.714286,112,21,1938,1,5.3890719,4.3857698,2.371578,4.7184987,0
3067,907.29999,4.9189873,80,22,1923,2.4000001,8.0284548,6.810473,1.5931027,4.3820267,.87546879
2459,739.09998,4.6819277,85,22,1924,10.8,7.8075099,6.605433,1.5437099,4.4426513,2.3795462
2170,657.5,4.7103033,97,22,1925,90.900002,7.6824822,6.4884448,1.5497524,4.5747108,4.5097599
2062,649.09998,4.4666667,94,22,1926,48.200001,7.6314316,6.4755869,1.4966425,4.5432949,3.8753591
2042,697.29999,4.9189873,99,22,1927,74.5,7.621685,6.5472159,1.5931027,4.59512,4.3107991
1998,739.80005,5.2513514,101,22,1928,20.9,7.5999022,6.60638,1.6584854,4.6151204,3.0397491
1902,748.5,4.9503183,100,22,1929,5.9000001,7.5506611,6.6180711,1.5994519,4.6051702,1.7749524
1833,663,5.1131577,94,22,1930,3.9000001,7.5137091,6.4967752,1.6318172,4.5432949,1.3609766
1504,440.40002,7.6196079,92,22,1931,2.7,7.3158836,6.0876837,2.030725,4.5217886,.9932518
1069,283,10.226315,94,22,1932,3.5999999,6.9744787,5.6454468,2.3249643,4.5432949,1.2809339
788,204.29999,12.535484,95,22,1933,1.1,6.669498,5.3195896,2.5285633,4.5538769,.095310204
632,161.2,12.742622,97,22,1934,1,6.4488893,5.0826459,2.5449524,4.5747108,0
539,141.5,12.142187,98,22,1935,1,6.2897158,4.9522996,2.496686,4.5849676,0
456,126.8,12.953334,100,22,1936,1,6.1224928,4.8426108,2.5613532,4.6051702,0
435,137.39999,11.430882,121,22,1937,1,6.075346,4.9228964,2.4363186,4.7957907,0
413,132.39999,10.714286,112,22,1938,1,6.0234475,4.8858275,2.371578,4.7184987,0
